"","Mini","Site","Point","Sample","Branching_density","Broken_density","D_bin","D_gray","L","I","S","Old_density","Sphericity","DR1","DR2","DR3","Alive","Dead","Total","Alive_Density","Total_Density","Alive_Total","Dry_weight"
"40","MCM_1","Camaret","Camaret 1",4,5.2,0,1.1293,2.6479,10.2133333333333,7.87666666666667,5.01666666666667,1322,0.678849505147066,0.491187989556138,0.449647209749836,0.771214099216713,48,107,155,3072,9920,0.309677419,29.89
"41","MCM_1","Camaret","Camaret 1",5,4,1,1.1429,2.6672,12.27,8.35,6.23,1322,0.723571887334465,0.507742461287694,0.649006622516556,0.680521597392013,48,107,155,3072,9920,0.309677419,29.89
"42","MCM_1","Camaret","Camaret 1",6,0.6,0,1.0733,2.6892,11.9533333333333,7.76666666666667,6.22333333333333,1322,0.74720679022608,0.520635805911881,0.730657358929608,0.649749023982155,48,107,155,3072,9920,0.309677419,29.89
"43","MCM_1","Camaret","Camaret 1",7,4.8,0,1.209,2.6647,14.3733333333333,9.77666666666667,8.08666666666667,1322,0.774931995785191,0.5626159554731,0.731177094379638,0.680194805194807,48,107,155,3072,9920,0.309677419,29.89
"44","MCM_1","Camaret","Camaret 1",8,7,0,1.1214,2.6279,14.77,10.93,8.12,1322,0.741942872418712,0.549763033175355,0.577443609022556,0.740013540961408,48,107,155,3072,9920,0.309677419,29.89
"45","MCM_1","Camaret","Camaret 1",9,5.2,0.6,1.1535,2.6693,12.3166666666667,9.51,7.45333333333333,1322,0.77984650118667,0.605142083897156,0.577107607950654,0.772124492557508,48,107,155,3072,9920,0.309677419,29.89
"46","MCM_1","Camaret","Camaret 1",10,4.8,0,1.1322,2.6389,14.6133333333333,10.3233333333333,6.77,1322,0.672258081851348,0.463275547445257,0.546961325966853,0.706432481751824,48,107,155,3072,9920,0.309677419,29.89
"47","MCM_1","Camaret","Camaret 1",11,3.6,0.8,1.129,2.6525,13.0333333333333,8.52666666666667,6.26,1322,0.706487734086832,0.480306905370845,0.665354330708659,0.654219948849107,48,107,155,3072,9920,0.309677419,29.89
"48","MCM_1","Camaret","Camaret 1",12,3.6,0,1.1102,2.6892,12.2633333333333,9.50333333333333,6.32333333333333,1322,0.700061002447298,0.515629247078011,0.464646464646462,0.774938842076653,48,107,155,3072,9920,0.309677419,29.89
"49","MCM_2","Camaret","Camaret 2",1,3.4,0.6,1.1669,2.6685,18.7266666666667,10.5733333333333,8.39333333333333,1322,0.708596244061944,0.44820220719117,0.78903225806452,0.564613741545031,54,250,304,3456,19456,0.177631579,42.12
"50","MCM_2","Camaret","Camaret 2",2,4.8,0,1.1268,2.6596,20.61,9.84666666666667,7.39666666666667,1322,0.646003625968103,0.358887271551027,0.814581231079717,0.477761604399159,54,250,304,3456,19456,0.177631579,42.12
"51","MCM_2","Camaret","Camaret 2",3,6,0,1.1975,2.6846,21.4333333333333,13.05,8.51,1322,0.637362190515857,0.397045101088648,0.648697446479236,0.60886469673406,54,250,304,3456,19456,0.177631579,42.12
"52","MCM_2","Camaret","Camaret 2",4,7.4,0.8,1.1763,2.6741,20.4666666666667,11.66,10.6333333333333,1322,0.779586655670924,0.519543973941366,0.89559322033898,0.569706840390878,54,250,304,3456,19456,0.177631579,42.12
"53","MCM_2","Camaret","Camaret 2",5,7.4,0.4,1.1812,2.6828,15.7133333333333,11.6066666666667,9.22,1322,0.775345615832296,0.58676283411116,0.632443531827508,0.738650827322872,54,250,304,3456,19456,0.177631579,42.12
"54","MCM_2","Camaret","Camaret 2",6,6.8,0.2,1.1414,2.673,14.04,10.4666666666667,9.24,1322,0.834429175125301,0.658119658119658,0.744444444444437,0.745489078822415,54,250,304,3456,19456,0.177631579,42.12
"55","MCM_2","Camaret","Camaret 2",7,7.2,0,1.1568,2.6811,19.02,9.79666666666667,8.75333333333333,1322,0.743622799357932,0.460217315106905,0.898376623376623,0.515071854188574,54,250,304,3456,19456,0.177631579,42.12
"56","MCM_2","Camaret","Camaret 2",8,7,0,1.112,2.676,13.94,7.76666666666667,6.79666666666667,1322,0.752832167011549,0.487565758010522,0.864209052729818,0.557149689143951,54,250,304,3456,19456,0.177631579,42.12
"57","MCM_2","Camaret","Camaret 2",9,6,0,1.1198,2.6733,13.39,9.34666666666667,7.01666666666667,1322,0.732725748304105,0.52402290266368,0.634414225941423,0.698033358227533,54,250,304,3456,19456,0.177631579,42.12
"58","MCM_2","Camaret","Camaret 2",10,5.2,0.6,1.1549,2.7256,12.4466666666667,9.92666666666667,7.94666666666667,1322,0.799535647607966,0.638457418318156,0.560000000000003,0.797536154258166,54,250,304,3456,19456,0.177631579,42.12
"59","MCM_2","Camaret","Camaret 2",11,3.2,0.2,1.1518,2.7218,18.1,12.3066666666667,9.91333333333333,1322,0.761272489018186,0.547697974217311,0.707654723127031,0.679926335174956,54,250,304,3456,19456,0.177631579,42.12
"60","MCM_2","Camaret","Camaret 2",12,5.8,0.2,1.216,2.7261,20.9966666666667,19.9366666666667,12.6333333333333,1322,0.725121868693231,0.601682806794727,0.126743722598644,0.94951579615812,54,250,304,3456,19456,0.177631579,42.12
"61","MCM_3","Camaret","Camaret 3",1,6.2,0,1.1071,2.6768,11.9733333333333,11.3433333333333,7.07333333333333,1322,0.716854188876097,0.590757238307351,0.12857142857143,0.947383073496659,92,603,695,5888,44480,0.132374101,74.49
"62","MCM_3","Camaret","Camaret 3",2,6.6,1,1.1776,2.6981,16.5333333333333,11.3933333333333,10.34,1322,0.827961134004076,0.625403225806453,0.829924650161468,0.689112903225806,92,603,695,5888,44480,0.132374101,74.49
"63","MCM_3","Camaret","Camaret 3",3,6.2,0.6,1.2192,2.6808,15.9933333333333,14.04,6.32,1322,0.562396600196072,0.395164651938308,0.201929703652651,0.877865777407255,92,603,695,5888,44480,0.132374101,74.49
"64","MCM_3","Camaret","Camaret 3",4,5.4,0.4,1.1344,2.6657,13.8933333333333,9.79666666666667,8.1,1322,0.784082480801866,0.583013435700577,0.707134637514382,0.70513435700576,92,603,695,5888,44480,0.132374101,74.49
"65","MCM_3","Camaret","Camaret 3",5,4,0.2,1.1728,2.6849,15.3766666666667,10.7766666666667,7.06333333333333,1322,0.670230598967712,0.459353999566441,0.553327987169204,0.700845436809019,92,603,695,5888,44480,0.132374101,74.49
"66","MCM_3","Camaret","Camaret 3",6,4.6,0,1.1063,2.654,12.2966666666667,7.30333333333333,5.88666666666667,1322,0.728020242926165,0.47872052046625,0.778991159646388,0.593927893738138,92,603,695,5888,44480,0.132374101,74.49
"67","MCM_3","Camaret","Camaret 3",7,7,0,1.1627,2.66,12.9933333333333,9.24666666666667,6.95666666666667,1322,0.738525568357392,0.535402770651618,0.620651573716177,0.711646998460751,92,603,695,5888,44480,0.132374101,74.49
"68","MCM_3","Camaret","Camaret 3",8,3.2,0.2,1.1443,2.6949,14.5566666666667,12.0466666666667,6.33666666666667,1322,0.61178331891617,0.435310281657888,0.305352798053527,0.827570414472178,92,603,695,5888,44480,0.132374101,74.49
"69","MCM_3","Camaret","Camaret 3",9,6.6,0,1.1225,2.6518,15.5933333333333,10.5566666666667,6.51,1322,0.636158598950864,0.417486105173152,0.554495412844031,0.676998717400602,92,603,695,5888,44480,0.132374101,74.49
"70","MCM_3","Camaret","Camaret 3",10,2.6,0,1.0919,2.6715,13.6666666666667,9.38666666666667,5.33,1322,0.605006638610967,0.389999999999999,0.513394642143144,0.686829268292682,92,603,695,5888,44480,0.132374101,74.49
"71","MCM_3","Camaret","Camaret 3",11,3.2,0.2,1.1733,2.6773,20.73,12.83,9.43,1322,0.694063398324673,0.454896285576459,0.699115044247788,0.618909792571153,92,603,695,5888,44480,0.132374101,74.49
"72","MCM_3","Camaret","Camaret 3",12,7.2,0,1.1849,2.6911,17.61,13.1633333333333,9.97333333333333,1322,0.754255486576926,0.566344879803142,0.582278481012662,0.74749195532841,92,603,695,5888,44480,0.132374101,74.49
"73","MGL_1","Glenan","Glenan 1",1,7,0.8,1.1336,2.6528,14.2133333333333,8.70333333333333,7.73333333333333,2155,0.784845129120555,0.544090056285179,0.850308641975308,0.612335834896812,169,872,1041,10816,66624,0.1623439,171.28
"74","MGL_1","Glenan","Glenan 1",2,2.4,0,1.106,2.6686,13.6966666666667,10.95,5.98,2155,0.62009436875573,0.43660257970309,0.355939524838016,0.799464589924554,169,872,1041,10816,66624,0.1623439,171.28
"75","MGL_1","Glenan","Glenan 1",3,1.6,2,1.0683,2.634,13.4366666666667,7.92,5.12666666666667,2155,0.627409579678133,0.381543041428925,0.66385880465303,0.589431902753658,169,872,1041,10816,66624,0.1623439,171.28
"76","MGL_1","Glenan","Glenan 1",4,3,0,1.0744,2.6921,14.8133333333333,9.6,6.48333333333333,2155,0.666127798466093,0.437668766876688,0.625850340136053,0.64806480648065,169,872,1041,10816,66624,0.1623439,171.28
"77","MGL_1","Glenan","Glenan 1",5,4,2.8,1.1219,2.6437,16.3433333333333,8.86,6.26666666666667,2155,0.647291061067852,0.38343871099327,0.742639761826,0.542117071180911,169,872,1041,10816,66624,0.1623439,171.28
"78","MGL_1","Glenan","Glenan 1",6,3.8,0.2,1.1192,2.6841,13.9466666666667,10.4533333333333,6.71333333333333,2155,0.676161440899688,0.481357552581261,0.482949308755767,0.74952198852772,169,872,1041,10816,66624,0.1623439,171.28
"79","MGL_1","Glenan","Glenan 1",7,3.2,0.6,1.0805,2.6669,13.1533333333333,9.86333333333333,5.80666666666667,2155,0.638162702821772,0.441459706031426,0.447822141560797,0.749873289406996,169,872,1041,10816,66624,0.1623439,171.28
"80","MGL_1","Glenan","Glenan 1",8,5.6,0.8,1.1255,2.6944,15.88,11.53,6.2,2155,0.59433940415512,0.390428211586902,0.449380165289256,0.726070528967254,169,872,1041,10816,66624,0.1623439,171.28
"81","MGL_1","Glenan","Glenan 1",9,3.8,1,1.1141,2.632,14.06,8.92333333333333,4.46,2155,0.54123485888982,0.317211948790896,0.535069444444445,0.63466097676624,169,872,1041,10816,66624,0.1623439,171.28
"82","MGL_1","Glenan","Glenan 1",10,1.6,0.6,1.1021,2.6395,14.3833333333333,6.47333333333333,5.7,2155,0.704023893014848,0.396292004634995,0.910940499040307,0.450057937427579,169,872,1041,10816,66624,0.1623439,171.28
"83","MGL_1","Glenan","Glenan 1",11,5,0.8,1.1292,2.6179,11.8633333333333,7.82666666666667,4.77,2155,0.625774308495453,0.402079235740378,0.569078947368419,0.659735880865414,169,872,1041,10816,66624,0.1623439,171.28
"84","MGL_1","Glenan","Glenan 1",12,1.8,0,1.0892,2.636,13.9966666666667,6.83,2.95,2155,0.449848457984289,0.210764467730412,0.648762824381413,0.487973326982614,169,872,1041,10816,66624,0.1623439,171.28
"85","MGL_2","Glenan","Glenan 2",1,4.8,3.4,1.1243,2.68,12.9133333333333,11.59,9.26,2155,0.830551802790722,0.717088280846672,0.362226277372257,0.897521941146105,418,1449,1867,26752,119488,0.223888591,138.27
"86","MGL_2","Glenan","Glenan 2",2,5.6,1.4,1.1432,2.6886,15.7166666666667,9.47333333333333,8.45,2155,0.782738541837865,0.53764581124072,0.859174311926607,0.602757158006361,418,1449,1867,26752,119488,0.223888591,138.27
"87","MGL_2","Glenan","Glenan 2",3,2.8,1.4,1.1195,2.6484,13.36,6.56666666666667,4.18,2155,0.583983232890311,0.312874251497006,0.740014524328249,0.491516966067865,418,1449,1867,26752,119488,0.223888591,138.27
"88","MGL_2","Glenan","Glenan 2",4,5.8,0.8,1.1112,2.6893,19.3,10.93,7.52,2155,0.644791648001252,0.389637305699482,0.710526315789474,0.566321243523316,418,1449,1867,26752,119488,0.223888591,138.27
"89","MGL_2","Glenan","Glenan 2",5,4.2,1.4,1.1773,2.6588,16.3133333333333,11.32,9.54,2155,0.789894707749402,0.58479771148345,0.737204724409447,0.693910911319985,418,1449,1867,26752,119488,0.223888591,138.27
"90","MGL_2","Glenan","Glenan 2",6,4,0.8,1.1543,2.683,19.3533333333333,12.9133333333333,9.77666666666667,2155,0.725876092508791,0.505167068549777,0.672467803689526,0.667240785394419,418,1449,1867,26752,119488,0.223888591,138.27
"91","MGL_2","Glenan","Glenan 2",7,4.2,0.8,1.1233,2.6771,15.3066666666667,8.47,6.65333333333333,2155,0.698937233239939,0.434668989547037,0.790061633281973,0.553353658536584,418,1449,1867,26752,119488,0.223888591,138.27
"92","MGL_2","Glenan","Glenan 2",8,5.6,0.2,1.1814,2.678,14.85,10.2733333333333,8.30333333333333,2155,0.767401017636321,0.559147025813692,0.699083503054994,0.691806958473623,418,1449,1867,26752,119488,0.223888591,138.27
"93","MGL_2","Glenan","Glenan 2",9,2.6,0,1.1014,2.6839,16.19,11.22,6.58,2155,0.620017613565521,0.406423718344657,0.517169614984391,0.69302038295244,418,1449,1867,26752,119488,0.223888591,138.27
"94","MGL_2","Glenan","Glenan 2",10,2.8,2.6,1.1729,2.6759,15.06,8.73333333333333,5.21333333333333,2155,0.591210302039813,0.346170872067286,0.642518618821936,0.579902611775122,418,1449,1867,26752,119488,0.223888591,138.27
"95","MGL_2","Glenan","Glenan 2",11,7.2,0.2,1.1629,2.6669,13.3066666666667,8.95333333333333,5.26,2155,0.614665945232459,0.395290581162324,0.541010770505388,0.672845691382764,418,1449,1867,26752,119488,0.223888591,138.27
"96","MGL_2","Glenan","Glenan 2",12,6.6,1.2,1.1579,2.6694,14.1433333333333,9.61666666666667,6.08666666666667,2155,0.648227670733833,0.430355880273393,0.561853537443109,0.67994343624794,418,1449,1867,26752,119488,0.223888591,138.27
"97","MGL_3","Glenan","Glenan 3",1,0.6,0,1.0724,2.6377,16.3833333333333,11.2233333333333,7.14666666666667,2155,0.652470640769423,0.43621566632757,0.558643089137498,0.685045778229908,672,1144,1816,43008,116224,0.370044053,123.83
